97,30,6,0
113,388,287,151
118,13,0,0
100,1,0,0
99,26,2,0
79,181,131,36
96,27,4,0
90,160,93,21
108,12,0,0
90,38,8,1
110,78,20,3
100,8,0,0
103,110,36,11
100,31,3,4
90,130,118,35
107,161,67,20
74,116,60,16
106,19,0,0
100,121,39,13
60,29,2,0
105,114,77,15
104,412,594,549
95,12,1,0
86,16,0,0
102,141,29,7
117,60,22,7
84,13,0,0
107,0,0,0
107,44,15,0
86,47,4,1
92,59,12,2
69,72,14,4
98,155,140,49
88,111,70,21
94,2,0,0
112,68,16,2
88,9,1,0
105,9,0,0
114,50,10,1
94,5,0,0
111,13,0,0
95,71,14,4
111,15,3,0
93,100,30,3
86,147,69,21
85,193,153,71
100,29,6,0
110,81,40,13
104,146,82,18
114,41,11,0
96,29,5,1
102,66,33,2
96,474,1029,991
117,81,30,7
89,40,9,0
125,23,2,0
83,58,22,2
94,48,11,3
105,30,3,0
103,4,0,0
91,128,52,11
75,148,87,38
101,13,0,0
92,14,0,0
82,38,7,0
90,468,768,733
84,516,1084,1096
105,3,2,0
108,89,36,1
108,58,14,2
92,3,0,0
106,78,23,5
91,104,52,14
74,21,3,0
96,36,3,0
79,58,16,1
113,61,13,1
109,34,3,0
82,61,14,1
119,161,76,11
102,13,1,0
100,140,95,34
93,91,14,3
95,318,422,297
86,170,99,36
100,19,3,0
87,24,0,0
94,95,52,9
113,62,26,2
95,29,10,1
85,33,7,0
115,24,2,0
91,7,0,0
93,7,0,0
116,391,670,750
101,25,4,0
115,256,259,95
95,78,22,12
100,306,323,192
108,15,1,0
89,28,1,0
100,24,0,0
98,5,0,0
129,45,7,1
81,198,210,101
116,252,247,131
88,316,377,242
103,17,0,0
92,27,0,0
114,75,38,3
111,87,15,3
99,121,82,21
107,79,19,6
101,43,5,0
77,22,1,0
94,134,64,28
91,155,94,30
119,55,15,0
106,276,246,121
105,224,155,59
115,163,73,33
108,22,0,0
98,15,0,0
101,32,1,0
78,195,249,86
94,21,1,0
104,47,2,0
109,201,115,43
93,91,31,16
96,69,9,1
86,83,17,9
79,42,8,0
107,285,433,223
96,161,81,39
106,121,37,9
103,10,0,0
110,79,38,14
101,208,215,106
123,239,230,76
101,230,286,137
106,2,0,0
94,85,18,1
93,2,0,0
92,12,1,0
110,83,50,10
101,227,134,68
105,22,0,0
85,24,0,0
87,114,58,10
94,74,21,5
92,45,20,1
107,95,13,4
82,20,0,0
113,29,4,0
99,276,268,118
96,35,3,0
104,25,1,0
104,113,52,12
94,80,31,3
107,32,1,0
87,32,7,0
89,127,38,18
99,125,41,7
98,118,60,13
99,167,80,16
93,19,5,0
98,39,15,1
98,3,0,0
89,28,3,0
98,126,63,8
88,103,69,16
97,51,5,0
104,4,0,0
117,24,3,0
122,34,9,0
106,77,27,5
99,81,35,5
102,95,23,1
96,222,240,148
84,147,130,26
96,56,4,1
89,74,36,14
93,19,1,3
90,56,15,1
87,96,29,5
87,120,49,26
90,108,63,25
106,266,273,151
80,22,1,1
81,1,0,0
99,90,65,23
93,89,25,5
109,45,12,3
109,10,3,0
77,163,68,14
84,77,7,0
92,40,11,0
89,71,28,4
100,113,56,8
100,76,22,1
117,137,72,25
121,40,7,0
98,57,8,0
115,25,2,1
119,180,87,13
140,416,505,366
113,88,37,10
110,43,7,1
98,281,197,97
113,8,0,0
81,182,107,33
101,3,0,0
99,10,0,0
84,222,151,73
120,42,2,2
118,77,11,4
87,177,99,36
113,7,0,0
97,14,2,0
88,1,0,0
116,200,165,30
113,143,100,39
102,1,0,0
102,22,2,0
89,7,0,0
89,68,16,1
105,131,54,19
98,42,2,0
103,74,44,7
80,32,5,0
102,138,82,31
78,9,0,0
123,91,36,3
72,55,6,0
83,122,46,7
93,26,11,0
95,223,159,80
85,75,28,3
90,45,4,0
126,177,132,60
105,33,6,0
108,173,109,30
102,167,91,34
113,124,69,32
90,57,30,1
87,20,1,2
84,89,43,17
107,13,0,0
68,93,38,3
85,268,254,119
101,492,919,943
97,179,140,42
107,8,0,0
83,1,0,0
106,93,42,13
112,172,97,30
104,74,23,1
118,16,1,0
95,15,2,0
99,1,0,0
120,64,16,1
99,22,0,0
91,60,15,1
97,61,25,2
105,470,768,774
80,22,5,0
105,14,0,0
82,11,0,0
94,26,5,0
101,155,84,31
90,172,135,69
96,37,4,1
98,18,0,0
107,80,35,12
124,70,22,8
100,8,0,0
83,398,722,475
88,252,164,72
91,43,7,0
101,31,4,0
98,189,190,73
100,133,108,16
112,127,75,22
100,10,2,0
96,12,0,0
82,10,0,0
88,144,62,21
110,127,47,8
122,83,18,2
113,61,29,0
104,34,4,0
101,105,44,11
112,8,0,0
81,24,1,0
110,83,16,1
91,40,3,0
77,543,1032,1101
92,107,62,7
110,485,731,683
101,46,11,1
91,69,14,4
76,106,32,6
96,13,0,0
102,103,54,19
88,22,2,0
102,11,0,0
123,5,0,0
94,94,34,8
101,38,6,1
83,20,0,0
97,12,2,0
107,78,16,3
101,112,39,5
106,38,5,0
89,61,6,0
119,162,73,19
87,245,232,112
101,9,2,0
89,31,11,0
93,23,1,0
103,234,210,82
87,888,3021,5019
106,52,14,0
107,5,0,0
100,225,130,70
119,207,159,44
100,41,8,0
104,90,53,8
96,38,3,1
106,39,7,3
118,27,3,0
112,102,25,9
86,0,0,0
101,96,33,1
95,17,1,0
98,27,4,0
137,54,25,2
86,115,33,10
102,114,40,6
113,114,41,5
98,6,2,0
120,21,4,0
88,172,114,50
95,7,0,0
101,14,0,0
106,119,42,8
124,128,67,12
117,244,188,65
98,20,2,0
97,262,374,222
102,40,6,0
127,28,3,0
78,71,12,6
96,58,13,1
130,368,538,375
112,116,43,15
97,32,3,0
99,32,9,0
99,56,4,2
89,29,5,0
110,31,4,0
109,197,121,62
93,97,37,10
84,36,2,0
82,2,0,0
143,168,111,32
90,124,71,21
108,63,18,1
88,9,0,0
87,388,328,223
109,30,2,0
98,64,29,3
109,60,18,0
120,51,12,2
115,23,2,0
103,31,8,2
106,37,2,1
95,126,74,7
107,33,7,0
111,62,26,2
117,96,33,1
96,219,206,72
85,18,2,0
105,77,19,0
78,141,66,13
95,85,12,0
91,11,0,0
87,37,5,0
91,61,27,1
124,403,514,381
90,24,1,0
94,39,5,2
90,130,91,18
108,9,3,0
83,2,0,0
101,75,53,9
123,64,19,1
124,50,2,0
105,5,1,0
83,398,721,657
98,93,26,8
109,158,111,20
111,52,9,0
98,36,7,0
111,155,98,45
126,392,667,480
107,49,12,1
105,4,1,0
103,25,2,0
101,20,2,0
99,52,20,2
121,231,263,144
104,93,62,18
113,134,108,25
103,229,207,146
81,47,5,0
96,70,18,8
92,74,10,8
97,42,1,0
104,10,0,0
104,47,20,1
111,265,252,123
129,292,298,140
99,84,11,3
106,49,10,4
109,84,16,1
91,197,99,25
85,269,248,130
97,26,3,0
104,9,1,0
108,15,3,0
97,368,604,451
87,315,434,260
121,68,22,3
94,31,4,0
110,54,11,5
94,88,25,0
91,5,0,0
101,32,3,0
120,51,8,0
106,70,25,4
84,398,634,479
98,41,4,0
102,106,35,1
114,65,18,0
103,50,6,2
91,23,0,0
109,146,107,33
93,16,2,2
105,144,60,31
97,64,12,0
84,35,3,0
110,648,1384,1646
81,34,12,0
112,24,4,0
83,30,0,0
104,58,11,1
102,236,170,95
98,33,0,0
92,43,0,0
101,175,124,55
102,123,134,44
99,18,0,0
128,97,22,5
90,37,4,0
89,73,17,0
125,20,3,0
103,482,917,800
110,2,0,0
102,162,85,10
104,108,39,5
97,47,1,1
85,5,0,0
102,42,9,2
78,115,58,17
89,63,19,3
114,82,31,2
96,34,7,1
74,90,30,14
123,71,20,4
114,93,12,6
103,30,3,0
103,92,28,1
122,52,14,1
92,130,63,15
109,31,0,0
91,65,10,0
113,20,3,0
132,89,27,2
85,21,1,0
76,98,44,19
101,28,6,0
108,41,14,1
91,28,13,0
103,3,0,0
90,259,242,147
97,59,9,1
84,92,38,9
88,110,110,19
91,71,16,3
101,14,0,0
108,113,66,15
104,211,204,66
76,54,13,0
89,60,8,3
100,65,9,1
91,41,16,1
108,46,6,0
96,19,1,0
99,209,116,54
102,28,0,0
95,825,2481,4087
106,14,2,0
124,23,5,0
95,414,664,577
82,1,0,0
102,24,1,0
110,145,103,27
106,57,18,1
98,103,59,13
115,103,28,2
119,38,2,0
108,121,45,13
89,194,98,26
111,132,59,16
106,42,2,0
87,224,245,136
100,4,0,0
85,30,4,0
115,5,0,0
95,15,2,0
113,61,16,0
99,17,0,0
108,40,4,0
101,60,12,1
84,138,121,21
101,6,0,0
109,16,1,0
104,95,52,8
102,40,3,2
103,111,39,12
131,203,120,58
84,6,0,0
111,16,0,1
72,171,83,22
108,507,1254,1612
108,14,0,0
98,136,58,20
97,237,192,55
96,20,0,0
85,176,150,61
90,136,49,12
115,14,4,0
105,47,3,0
105,51,8,0
82,336,427,311
105,42,2,0
71,48,5,0
128,74,17,1
103,53,9,0
108,33,1,0
102,345,485,267
89,42,9,0
80,8,0,0
94,3,0,0
106,184,135,63
98,33,4,0
96,78,18,7
101,20,1,0
102,113,59,16
92,62,14,2
103,146,83,11
105,53,16,0
100,185,114,41
102,185,91,27
101,37,6,0
125,214,90,53
84,481,1084,1244
92,78,19,0
80,17,4,0
100,262,296,131
80,12,0,0
105,179,120,25
88,31,1,0
102,4,0,0
101,16,1,0
106,699,2053,2989
102,14,1,0
100,148,64,22
94,65,4,0
99,319,377,226
91,119,69,18
92,5,0,0
99,313,334,226
101,52,18,3
111,130,61,18
115,206,158,85
90,81,15,4
100,0,0,0
130,23,0,0
98,109,57,10
90,459,846,682
100,87,41,4
94,1,0,0
110,52,15,3
82,24,4,0
101,88,33,0
101,12,1,0
119,709,1701,2568
112,7,0,0
105,75,62,13
108,113,48,3
73,89,16,1
107,8,0,0
110,20,0,0
103,241,166,69
125,2,0,0
91,38,3,0
109,2,0,0
100,32,2,0
89,55,2,0
96,76,27,5
104,30,6,0
97,43,3,2
95,42,10,1
102,131,68,13
105,12,0,0
103,41,12,1
104,29,2,0
105,94,15,0
97,50,3,0
108,27,5,1
107,45,7,1
99,317,465,348
129,39,4,1
111,151,75,15
101,4,0,0
89,80,26,4
108,9,0,0
114,411,695,649
101,69,16,5
104,607,1258,1433
105,50,14,0
114,57,10,0
111,119,58,16
91,8,1,0
102,39,3,0
99,26,4,0
104,43,2,2
118,52,6,0
95,3,0,0
114,37,6,0
90,73,37,4
119,515,952,839
103,174,127,41
83,216,165,68
85,54,11,0
96,162,146,37
99,301,406,261
100,76,12,2
99,60,12,1
101,24,6,0
108,13,2,0
99,39,2,0
102,21,0,0
117,291,438,246
112,197,85,36
107,396,619,518
106,6,0,0
86,13,0,0
110,75,22,3
99,79,31,6
112,86,32,3
98,7,0,0
116,119,31,7
98,289,421,213
90,28,3,0
93,148,51,23
99,13,0,0
105,127,71,11
106,3,0,0
94,8,0,0
101,258,245,137
88,3,0,0
97,210,170,77
103,83,30,2
132,49,10,1
104,4,0,0
98,71,20,0
89,16,0,0
89,0,0,0
106,1,0,0
98,87,21,0
97,57,14,0
94,26,4,0
126,131,59,18
102,229,180,47
88,59,4,0
91,425,544,455
106,117,70,16
81,162,100,27
107,20,2,0
93,32,8,0
114,42,9,2
99,134,86,14
109,51,11,2
91,79,17,4
96,9,6,0
110,16,2,0
97,35,4,0
93,324,405,297
93,56,6,0
93,266,235,110
98,8,0,0
94,32,13,0
96,236,203,100
90,127,65,18
108,212,126,49
105,213,146,60
77,56,8,0
107,49,9,0
99,82,16,1
114,53,16,1
104,63,20,3
91,2,0,0
113,32,2,0
88,110,56,14
91,179,96,31
98,195,151,78
112,152,82,19
88,13,0,0
79,27,5,0
103,22,2,0
103,26,8,0
100,289,356,150
89,322,428,303
96,32,3,1
127,14,0,0
97,222,137,51
101,17,0,0
110,28,6,0
108,101,42,11
120,67,15,6
100,29,5,0
88,113,28,3
121,19,1,0
98,104,46,5
99,56,15,0
105,188,109,36
108,12,2,0
111,40,2,0
116,34,5,0
89,20,7,0
100,58,14,3
86,3,0,0
90,83,31,6
74,27,4,4
97,45,6,1
99,71,17,7
102,21,7,0
85,41,3,0
99,150,66,28
94,21,5,0
115,464,612,504
124,77,18,1
108,45,8,0
107,31,0,0
93,7,3,0
84,150,54,14
81,71,18,0
98,17,2,0
97,102,18,9
96,86,17,1
100,50,25,2
91,27,1,0
101,76,22,2
96,136,77,19
124,158,84,29
85,84,32,11
110,44,8,0
96,76,15,0
93,108,28,11
103,124,60,19
106,10,1,0
97,543,1370,1509
122,23,2,0
94,18,5,1
91,14,0,0
97,159,101,31
97,86,41,16
94,52,9,0
113,71,24,6
93,2,0,0
109,12,4,0
102,62,28,4
109,824,2018,3048
74,79,18,5
89,28,7,0
98,2,0,0
93,56,26,1
90,86,29,10
88,69,14,0
105,8,0,0
103,36,4,0
109,9,0,0
94,739,2240,3407
103,197,108,43
94,34,7,0
90,77,22,4
95,140,75,17
120,5,0,0
100,15,0,0
85,144,84,27
111,41,5,0
95,16,0,0
123,142,75,8
89,52,7,1
99,61,11,3
86,9,0,0
93,137,56,6
105,87,36,9
110,23,4,0
108,7,0,0
82,63,32,1
91,10,1,0
93,344,488,345
101,408,514,387
90,14,0,0
103,91,17,2
115,22,9,0
104,34,2,0
98,105,15,6
101,47,6,0
110,21,2,0
88,298,262,147
112,84,29,5
94,53,11,1
102,29,4,0
95,77,26,3
98,189,108,57
93,1,0,0
95,17,0,0
110,231,184,94
99,127,44,16
107,127,79,14
100,37,4,0
82,157,91,22
111,14,1,0
103,351,388,209
106,229,209,85
97,41,3,0
120,15,2,0
93,51,10,0
115,25,5,1
101,3,0,0
93,140,82,19
94,13,1,0
89,106,64,14
113,112,34,6
103,5,0,0
90,157,90,45
82,164,76,35
93,20,0,0
117,26,2,0
116,7,0,0
127,67,5,0
109,43,6,0
82,2,0,0
90,330,314,228
111,54,6,2
96,24,2,1
78,48,14,2
93,12,3,0
110,11,0,0
101,407,724,481
95,4,0,0
100,150,94,32
100,150,104,37
89,29,1,0
109,158,93,32
88,40,2,0
107,82,43,8
93,87,34,11
103,47,3,0
99,31,2,0
101,8,2,0
103,279,324,161
93,39,11,0
109,12,0,0
89,0,0,0
111,174,137,54
114,125,39,14
111,6,0,0
85,308,226,116
104,7,0,0
92,12,0,0
94,232,174,72
108,202,198,96
97,182,97,29
103,40,6,1
107,105,54,9
105,46,6,3
88,36,6,0
124,198,179,95
101,26,5,0
90,76,28,0
98,137,61,14
116,83,24,1
86,396,544,480
100,907,3032,5250
111,15,3,0
81,124,60,3
103,16,1,0
84,67,9,1
105,47,5,2
103,22,2,0
80,69,14,3
116,61,16,0
96,73,21,9
122,241,247,128
95,1,0,0
107,13,0,0
91,11,0,0
115,33,5,0
100,48,23,4
105,64,13,3
108,9,0,0
102,24,2,0
101,22,1,0
111,9,3,0
90,533,1031,918
80,17,0,0
96,852,2506,3821
98,68,21,6
103,31,6,0
101,62,6,1
72,161,128,46
86,193,159,53
80,20,2,0
86,51,20,2
103,46,3,1
98,144,85,20
78,156,75,9
104,147,130,49
112,89,28,8
114,19,5,0
91,62,6,1
94,28,3,0
98,26,3,0
105,73,38,6
111,176,98,35
104,61,8,0
87,26,7,0
93,21,1,0
122,112,56,7
112,249,251,108
100,15,0,0
123,33,3,0
99,85,45,7
116,24,3,0
126,183,116,64
112,20,1,0
91,11,0,0
97,69,24,3
87,67,17,0
90,77,20,4
119,95,10,1
78,93,53,5
116,274,250,152
107,12,0,0
107,667,1639,2147
88,1,0,0
103,259,192,78
93,81,25,9
107,89,33,4
87,72,24,3
108,1,0,0
99,34,4,0
87,1,0,0
96,244,233,120
80,92,19,4
93,38,6,2
89,129,95,30
89,5,0,0
89,48,5,2
88,216,141,62
87,334,428,269
87,184,84,24
106,23,8,0
102,71,21,3
96,420,532,385
95,167,87,13
101,116,35,15
93,84,26,5
111,54,6,3
95,4,0,0
72,146,104,46
84,334,413,245
107,97,43,6
95,46,15,0
109,83,12,0
103,8,0,0
98,1,0,0
119,337,319,227
106,49,6,2
95,37,13,0
112,71,21,9
96,38,1,0
87,360,423,283
94,30,8,2
125,47,8,0
92,140,52,18
89,9,0,0
96,110,55,13
104,36,8,0
107,163,106,23
101,12,2,0
83,50,7,2
122,26,5,0
96,193,119,28
89,321,401,223
118,31,6,0
113,47,13,1
105,23,1,0
105,77,29,2
82,10,0,0
128,209,156,47
98,41,6,0
94,286,277,189
105,43,2,0
87,116,51,17
92,33,2,1
103,11,1,0
85,128,55,11
101,17,2,0
67,408,626,516
86,48,8,1
125,170,69,29
77,311,431,323
99,258,307,165
105,37,2,0
102,55,5,0
104,59,6,4
112,37,7,0
94,4,0,0
101,38,0,0
95,711,1582,1813
99,124,53,20
94,60,9,5
120,88,31,9
108,43,6,0
127,111,45,4
90,30,2,0
98,18,1,0
98,126,57,8
92,20,2,0
101,159,72,10
111,84,25,2
101,85,43,13
99,67,19,7
97,29,6,1
92,144,69,15
96,38,7,0
113,122,71,17
103,371,545,323
104,89,28,7
92,206,101,42
99,6,1,0
108,142,46,2
87,21,1,0
97,35,10,0
96,43,11,0
100,57,6,0
97,81,18,1
116,458,681,507
104,122,51,5
125,211,158,83
88,261,202,74
100,4,0,0
111,58,5,2
114,298,310,251
101,21,2,0
84,8,0,0
97,205,219,134
101,22,1,0
96,157,95,27
83,168,118,48
102,297,290,168
113,37,7,0
99,21,5,0
104,40,4,0
91,109,29,5
115,58,11,2
121,18,0,0
105,72,18,0
107,6,0,0
104,388,460,295
111,5,0,0
89,86,30,5
119,37,1,0
92,18,1,0
85,26,2,1
97,48,9,2
96,15,2,0
115,2,0,0
95,55,16,1
99,198,124,46
115,668,1526,1650
86,132,33,11
80,943,3663,7212
95,62,21,1
104,14,1,0
93,149,102,16
106,79,12,1
109,39,6,0
87,3,0,0
107,41,5,0
95,154,99,57
83,557,893,793
82,2,0,0
132,8,0,0
83,23,3,1
81,32,2,0
103,138,90,34
99,12,2,0
108,41,1,0
99,87,20,4
77,125,40,3
102,16,5,0
111,289,325,183
89,45,8,1
125,32,2,0
88,59,14,2
105,1,0,0
83,37,2,0
99,198,102,43
96,52,7,0
93,182,136,32
94,13,0,0
123,96,37,3
90,259,182,82
99,52,24,3
103,94,38,0
90,164,81,32
104,25,2,0
95,170,64,21
109,261,176,89
85,25,2,0
92,57,12,0
105,120,59,17
92,49,20,2
123,4,0,0
86,83,32,4
117,6,0,0
115,22,0,0
102,92,17,2
94,401,603,340
92,133,53,13
97,70,30,1
106,74,22,4
103,1,0,0
93,79,41,15
110,62,4,0
110,79,24,10
87,75,30,3
97,7,0,0
88,2,0,0
76,122,38,9
108,11,0,0
89,275,326,154
90,95,18,1
98,27,2,0
103,57,14,0
94,59,27,2
109,60,9,1
102,32,6,0
112,59,7,0
123,47,4,1
127,6,0,0
109,22,2,0
101,22,4,0
92,0,0,0
112,29,3,0
115,216,270,125
99,170,81,25
111,132,47,15
87,45,10,0
104,156,119,35
95,82,33,2
74,62,11,0
108,62,9,0
105,69,12,2
83,41,5,0
92,15,4,0
113,76,15,1
82,137,66,10
88,70,33,1
100,67,26,0
104,71,11,0
100,51,11,0
139,0,0,0
93,133,73,30
102,39,8,0
103,73,29,3
124,10,1,0
97,15,0,0
97,6,0,0
84,21,5,0
97,0,0,0
114,21,2,1
116,31,8,0
98,99,34,5
80,61,24,4
87,3,0,0
98,78,27,4
91,10,0,0
99,319,339,226
121,69,37,2
92,69,35,12
108,80,18,7
103,45,20,0
98,2,0,0
83,33,3,1
104,13,2,0
70,44,6,2
110,29,2,0
106,17,1,0
101,50,2,0
98,71,7,1
104,6,0,0
95,32,3,0
93,26,7,0
98,10,0,0
92,22,0,0
95,35,9,0
119,231,170,50
96,108,87,13
114,182,132,56
80,62,11,4
119,171,128,63
81,16,0,0
93,101,38,15
96,27,5,0
115,72,11,2
92,71,24,1
94,96,36,9
115,35,1,0
96,68,20,1
83,9,1,0
90,205,229,100
105,87,30,0
110,59,9,2
93,18,0,0
99,16,1,0
108,48,7,1
86,204,119,59
94,40,6,0
118,130,63,17
102,50,9,0
96,9,0,0
97,104,52,16
99,55,9,1
89,329,434,226
90,54,17,1
100,259,204,124
92,30,0,0
90,519,787,695
85,16,1,0
103,63,14,2
110,61,6,1
86,5,0,0
111,27,8,0
68,75,15,0
114,35,2,0
93,70,8,5
112,160,111,29
117,17,2,0
67,64,19,0
98,78,14,3
106,66,22,8
89,6,1,0
93,4,0,0
93,108,52,15
98,186,139,49
107,18,2,0
103,156,85,29
101,82,24,2
84,39,0,0
96,45,9,4
102,36,0,0
109,36,8,0
96,302,340,223
91,234,253,121
102,255,355,234
101,99,28,5
107,65,10,0
98,373,597,406
124,38,2,0
88,79,26,4
98,143,89,13
93,91,28,3
109,369,558,464
116,82,20,4
103,131,42,10
88,155,94,31
110,76,15,2
92,12,0,0
107,84,31,1
91,6,0,0
107,77,13,5
97,195,169,104
102,19,0,0
84,41,13,2
90,7,0,0
80,495,939,854
91,108,34,2
117,71,39,1
107,64,25,14
90,40,0,0
84,5,3,1
94,73,18,0
98,85,33,10
99,18,2,0
86,87,48,9
102,18,0,0
102,25,0,0
108,139,114,49
102,168,120,47
111,42,6,0
88,92,20,5
103,108,46,14
97,56,13,1
109,14,0,0
93,11,0,0
95,12,0,0
102,36,0,0
101,3,0,0
105,278,308,135
106,67,11,1
100,159,86,56
100,2,1,0
85,7,0,0
88,60,24,8
106,195,145,39
101,107,65,18
98,22,2,3
87,53,15,0
83,7,0,0
99,44,7,1
98,76,33,7
